"","assessment_organisation_standard_guide","assessment_organisation","assessment_organisations_standard_code","assessment_organisation_delivery_area","start_date","end_date"
"2402",2402,"EPA0008","93",1,NA,NA
"2403",2403,"EPA0008","93",1,NA,NA
"2404",2404,"EPA0008","93",1,NA,NA
"2405",2405,"EPA0008","93",1,NA,NA
"2406",2406,"EPA0008","93",1,NA,NA
"2407",2407,"EPA0008","93",1,NA,NA
"2408",2408,"EPA0008","93",1,NA,NA
"2409",2409,"EPA0008","93",1,NA,NA
"2410",2410,"EPA0008","93",1,NA,NA
"2411",2411,"EPA0008","93",1,NA,NA
"2412",2412,"EPA0008","93",1,NA,NA
"2413",2413,"EPA0008","96",1,NA,NA
"2414",2414,"EPA0008","96",1,NA,NA
"2415",2415,"EPA0008","96",1,NA,NA
"2416",2416,"EPA0008","96",1,NA,NA
"2417",2417,"EPA0008","96",1,NA,NA
"2418",2418,"EPA0008","96",1,NA,NA
"2419",2419,"EPA0008","96",1,NA,NA
"2420",2420,"EPA0008","96",1,NA,NA
"2421",2421,"EPA0008","96",1,NA,NA
"2422",2422,"EPA0008","96",1,NA,NA
"2423",2423,"EPA0008","96",1,NA,NA
"2424",2424,"EPA0008","96",NA,NA,NA
"2425",2425,"EPA0039","139",1,NA,NA
"2426",2426,"EPA0039","139",1,NA,NA
"2427",2427,"EPA0039","139",1,NA,NA
"2428",2428,"EPA0039","139",1,NA,NA
"2429",2429,"EPA0039","139",1,NA,NA
"2430",2430,"EPA0039","139",1,NA,NA
"2431",2431,"EPA0039","139",1,NA,NA
"2432",2432,"EPA0039","139",1,NA,NA
"2433",2433,"EPA0039","169",1,NA,NA
"2434",2434,"EPA0039","169",1,NA,NA
"2435",2435,"EPA0039","169",1,NA,NA
"2436",2436,"EPA0087","104",1,NA,NA
"2437",2437,"EPA0087","104",1,NA,NA
"2438",2438,"EPA0087","104",1,NA,NA
"2439",2439,"EPA0087","104",1,NA,NA
"2440",2440,"EPA0087","104",1,NA,NA
"2441",2441,"EPA0087","104",1,NA,NA
"2442",2442,"EPA0087","104",1,NA,NA
"2443",2443,"EPA0087","104",1,NA,NA
"2444",2444,"EPA0087","104",8,NA,NA
"2445",2445,"EPA0087","104",1,NA,NA
"2446",2446,"EPA0087","104",1,NA,NA
"2447",2447,"EPA0087","104",1,NA,NA
"2448",2448,"EPA0087","104",1,NA,NA
"2449",2449,"EPA0087","104",1,NA,NA
"2450",2450,"EPA0087","104",NA,NA,NA
"2451",2451,"EPA0087","104",1,NA,NA
"2452",2452,"EPA0087","104",1,NA,NA
"2453",2453,"EPA0088","47",1,NA,NA
"2454",2454,"EPA0089","78",1,NA,NA
"2455",2455,"EPA0089","78",1,NA,NA
"2456",2456,"EPA0089","78",1,NA,NA
"2457",2457,"EPA0089","78",1,NA,NA
"2458",2458,"EPA0090","26",1,NA,NA
"2459",2459,"EPA0090","26",1,NA,NA
"2460",2460,"EPA0090","26",1,NA,NA
"2461",2461,"EPA0090","26",1,NA,NA
"2462",2462,"EPA0090","26",1,NA,NA
"2463",2463,"EPA0072","140",1,NA,NA
"2464",2464,"EPA0072","140",1,NA,NA
"2465",2465,"EPA0072","140",1,NA,NA
"2466",2466,"EPA0072","140",1,NA,NA
"2467",2467,"EPA0072","140",1,NA,NA
"2468",2468,"EPA0072","140",1,NA,NA
"2469",2469,"EPA0072","140",1,NA,NA
"2470",2470,"EPA0072","140",1,NA,NA
"2471",2471,"EPA0072","140",1,NA,NA
"2472",2472,"EPA0072","140",1,NA,NA
"2473",2473,"EPA0072","140",1,NA,NA
"2474",2474,"EPA0072","140",1,NA,NA
"2475",2475,"EPA0072","140",1,NA,NA
"2476",2476,"EPA0072","140",1,NA,NA
"2477",2477,"EPA0072","147",1,NA,NA
"2478",2478,"EPA0072","147",1,NA,NA
"2479",2479,"EPA0072","147",1,NA,NA
"2480",2480,"EPA0072","147",1,NA,NA
"2481",2481,"EPA0072","147",1,NA,NA
"2482",2482,"EPA0072","147",1,NA,NA
"2483",2483,"EPA0072","147",1,NA,NA
"2484",2484,"EPA0072","147",1,NA,NA
"2485",2485,"EPA0072","147",1,NA,NA
"2486",2486,"EPA0072","147",1,NA,NA
"2487",2487,"EPA0072","147",1,NA,NA
"2488",2488,"EPA0072","101",1,NA,NA
"2489",2489,"EPA0072","101",1,NA,NA
"2490",2490,"EPA0072","101",1,NA,NA
"2491",2491,"EPA0072","101",1,NA,NA
"2492",2492,"EPA0072","101",1,NA,NA
"2493",2493,"EPA0072","101",1,NA,NA
"2494",2494,"EPA0072","101",1,NA,NA
"2495",2495,"EPA0072","101",1,NA,NA
"2496",2496,"EPA0072","101",1,NA,NA
"2497",2497,"EPA0072","101",1,NA,NA
"2498",2498,"EPA0072","101",1,NA,NA
"2499",2499,"EPA0072","101",1,NA,NA
"2500",2500,"EPA0072","101",1,NA,NA
"2501",2501,"EPA0072","101",1,NA,NA
"2502",2502,"EPA0072","111",1,NA,NA
"2503",2503,"EPA0072","111",1,NA,NA
"2504",2504,"EPA0072","111",1,NA,NA
"2505",2505,"EPA0072","111",1,NA,NA
"2506",2506,"EPA0057","151",1,NA,NA
"2507",2507,"EPA0057","151",1,NA,NA
"2508",2508,"EPA0057","151",1,NA,NA
"2509",2509,"EPA0057","151",1,NA,NA
"2510",2510,"EPA0057","151",1,NA,NA
"2511",2511,"EPA0057","151",1,NA,NA
"2512",2512,"EPA0057","151",1,NA,NA
"2513",2513,"EPA0057","151",1,NA,NA
"2514",2514,"EPA0091","72",1,NA,NA
"2515",2515,"EPA0092","25",1,NA,NA
"2516",2516,"EPA0092","25",6,NA,NA
"2517",2517,"EPA0092","25",9,NA,NA
"2518",2518,"EPA0092","25",1,NA,NA
"2519",2519,"EPA0092","25",1,NA,NA
"2520",2520,"EPA0092","25",5,NA,NA
"2521",2521,"EPA0092","25",1,NA,NA
"2522",2522,"EPA0092","25",1,NA,NA
"2523",2523,"EPA0092","25",1,NA,NA
"2524",2524,"EPA0092","25",1,NA,NA
"2525",2525,"EPA0092","25",1,NA,NA
"2526",2526,"EPA0092","25",1,NA,NA
"2527",2527,"EPA0026","83",1,NA,NA
"2528",2528,"EPA0026","83",1,NA,NA
"2529",2529,"EPA0041","143",1,NA,NA
"2530",2530,"EPA0041","143",1,NA,NA
"2531",2531,"EPA0041","143",1,NA,NA
"2532",2532,"EPA0041","104",1,NA,NA
"2533",2533,"EPA0041","104",1,NA,NA
"2534",2534,"EPA0041","104",1,NA,NA
"2535",2535,"EPA0041","104",1,NA,NA
"2536",2536,"EPA0041","104",1,NA,NA
"2537",2537,"EPA0041","104",1,NA,NA
"2538",2538,"EPA0041","104",1,NA,NA
"2539",2539,"EPA0041","104",1,NA,NA
"2540",2540,"EPA0041","104",8,NA,NA
"2541",2541,"EPA0041","104",1,NA,NA
"2542",2542,"EPA0041","104",1,NA,NA
"2543",2543,"EPA0041","104",1,NA,NA
"2544",2544,"EPA0041","104",1,NA,NA
"2545",2545,"EPA0041","104",1,NA,NA
"2546",2546,"EPA0041","104",NA,NA,NA
"2547",2547,"EPA0041","104",1,NA,NA
"2548",2548,"EPA0041","104",1,NA,NA
"2549",2549,"EPA0041","7",1,NA,NA
"2550",2550,"EPA0041","7",1,NA,NA
"2551",2551,"EPA0041","7",1,NA,NA
"2552",2552,"EPA0041","36",1,NA,NA
"2553",2553,"EPA0041","36",1,NA,NA
"2554",2554,"EPA0041","36",1,NA,NA
"2555",2555,"EPA0041","36",1,NA,NA
"2556",2556,"EPA0041","36",1,NA,NA
"2557",2557,"EPA0041","36",1,NA,NA
"2558",2558,"EPA0041","36",1,NA,NA
"2559",2559,"EPA0058","119",1,NA,NA
"2560",2560,"EPA0058","119",1,NA,NA
"2561",2561,"EPA0058","119",1,NA,NA
"2562",2562,"EPA0058","119",1,NA,NA
"2563",2563,"EPA0058","119",1,NA,NA
"2564",2564,"EPA0058","119",1,NA,NA
"2565",2565,"EPA0058","119",1,NA,NA
"2566",2566,"EPA0058","119",1,NA,NA
"2567",2567,"EPA0058","119",1,NA,NA
"2568",2568,"EPA0058","119",1,NA,NA
"2569",2569,"EPA0058","119",1,NA,NA
"2570",2570,"EPA0058","119",1,NA,NA
"2571",2571,"EPA0058","118",1,NA,NA
"2572",2572,"EPA0058","118",1,NA,NA
"2573",2573,"EPA0058","118",1,NA,NA
"2574",2574,"EPA0058","118",1,NA,NA
"2575",2575,"EPA0058","118",1,NA,NA
"2576",2576,"EPA0058","118",1,NA,NA
"2577",2577,"EPA0058","118",1,NA,NA
"2578",2578,"EPA0058","118",1,NA,NA
"2579",2579,"EPA0058","118",1,NA,NA
"2580",2580,"EPA0058","118",1,NA,NA
"2581",2581,"EPA0058","118",1,NA,NA
"2582",2582,"EPA0045","152",1,NA,NA
"2583",2583,"EPA0045","152",1,NA,NA
"2584",2584,"EPA0045","54",1,NA,NA
"2585",2585,"EPA0045","54",1,NA,NA
"2586",2586,"EPA0045","177",1,NA,NA
"2587",2587,"EPA0045","177",1,NA,NA
"2588",2588,"EPA0045","149",1,NA,NA
"2589",2589,"EPA0022","169",1,NA,NA
"2590",2590,"EPA0022","169",1,NA,NA
"2591",2591,"EPA0022","169",1,NA,NA
"2592",2592,"EPA0093","27",1,NA,NA
"2593",2593,"EPA0093","27",1,NA,NA
"2594",2594,"EPA0093","27",1,NA,NA
"2595",2595,"EPA0094","94",1,NA,NA
"2596",2596,"EPA0094","94",1,NA,NA
"2597",2597,"EPA0094","95",1,NA,NA
"2598",2598,"EPA0094","95",1,NA,NA
"2599",2599,"EPA0044","36",1,NA,NA
"2600",2600,"EPA0044","36",1,NA,NA
"2601",2601,"EPA0044","36",1,NA,NA
"2602",2602,"EPA0044","36",1,NA,NA
"2603",2603,"EPA0044","36",1,NA,NA
"2604",2604,"EPA0044","36",1,NA,NA
"2605",2605,"EPA0044","36",1,NA,NA
"2606",2606,"EPA0044","82",1,NA,NA
"2607",2607,"EPA0044","82",1,NA,NA
"2608",2608,"EPA0044","82",1,NA,NA
"2609",2609,"EPA0042","102",1,NA,NA
"2610",2610,"EPA0042","102",1,NA,NA
"2611",2611,"EPA0042","102",1,NA,NA
"2612",2612,"EPA0042","102",1,NA,NA
"2613",2613,"EPA0042","102",1,NA,NA
"2614",2614,"EPA0042","102",1,NA,NA
"2615",2615,"EPA0042","103",1,NA,NA
"2616",2616,"EPA0042","103",1,NA,NA
"2617",2617,"EPA0042","103",1,NA,NA
"2618",2618,"EPA0042","103",1,NA,NA
"2619",2619,"EPA0042","103",1,NA,NA
"2620",2620,"EPA0042","103",1,NA,NA
"2621",2621,"EPA0042","103",1,NA,NA
"2622",2622,"EPA0042","151",1,NA,NA
"2623",2623,"EPA0042","151",1,NA,NA
"2624",2624,"EPA0042","151",1,NA,NA
"2625",2625,"EPA0042","151",1,NA,NA
"2626",2626,"EPA0042","151",1,NA,NA
"2627",2627,"EPA0042","151",1,NA,NA
"2628",2628,"EPA0042","151",1,NA,NA
"2629",2629,"EPA0042","151",1,NA,NA
"2630",2630,"EPA0095","139",1,NA,NA
"2631",2631,"EPA0095","139",1,NA,NA
"2632",2632,"EPA0095","139",1,NA,NA
"2633",2633,"EPA0095","139",1,NA,NA
"2634",2634,"EPA0095","139",1,NA,NA
"2635",2635,"EPA0095","139",1,NA,NA
"2636",2636,"EPA0095","139",1,NA,NA
"2637",2637,"EPA0095","139",1,NA,NA
"2638",2638,"EPA0095","169",1,NA,NA
"2639",2639,"EPA0095","169",1,NA,NA
"2640",2640,"EPA0095","169",1,NA,NA
"2641",2641,"EPA0095","93",1,NA,NA
"2642",2642,"EPA0095","93",1,NA,NA
"2643",2643,"EPA0095","93",1,NA,NA
"2644",2644,"EPA0095","93",1,NA,NA
"2645",2645,"EPA0095","93",1,NA,NA
"2646",2646,"EPA0095","93",1,NA,NA
"2647",2647,"EPA0095","93",1,NA,NA
"2648",2648,"EPA0095","93",1,NA,NA
"2649",2649,"EPA0095","93",1,NA,NA
"2650",2650,"EPA0095","93",1,NA,NA
"2651",2651,"EPA0095","93",1,NA,NA
"2652",2652,"EPA0095","93",1,NA,NA
"2653",2653,"EPA0095","93",1,NA,NA
"2654",2654,"EPA0095","138",1,NA,NA
"2655",2655,"EPA0095","138",1,NA,NA
"2656",2656,"EPA0095","138",1,NA,NA
"2657",2657,"EPA0095","138",1,NA,NA
"2658",2658,"EPA0095","138",1,NA,NA
"2659",2659,"EPA0095","138",1,NA,NA
"2660",2660,"EPA0095","138",1,NA,NA
"2661",2661,"EPA0095","138",1,NA,NA
"2662",2662,"EPA0095","138",1,NA,NA
"2663",2663,"EPA0095","138",1,NA,NA
"2664",2664,"EPA0095","138",1,NA,NA
"2665",2665,"EPA0095","138",1,NA,NA
"2666",2666,"EPA0095","96",1,NA,NA
"2667",2667,"EPA0095","96",1,NA,NA
"2668",2668,"EPA0095","96",1,NA,NA
"2669",2669,"EPA0095","96",1,NA,NA
"2670",2670,"EPA0095","96",1,NA,NA
"2671",2671,"EPA0095","96",1,NA,NA
"2672",2672,"EPA0095","96",1,NA,NA
"2673",2673,"EPA0095","96",1,NA,NA
"2674",2674,"EPA0095","96",1,NA,NA
"2675",2675,"EPA0095","96",1,NA,NA
"2676",2676,"EPA0095","96",1,NA,NA
"2677",2677,"EPA0095","96",NA,NA,NA
"2678",2678,"EPA0002","23",1,NA,NA
"2679",2679,"EPA0002","23",1,NA,NA
"2680",2680,"EPA0002","23",1,NA,NA
"2681",2681,"EPA0002","23",9,NA,NA
"2682",2682,"EPA0033","133",1,NA,NA
"2683",2683,"EPA0033","133",1,NA,NA
"2684",2684,"EPA0033","55",1,NA,NA
"2685",2685,"EPA0033","55",1,NA,NA
"2686",2686,"EPA0033","55",1,NA,NA
"2687",2687,"EPA0033","55",1,NA,NA
"2688",2688,"EPA0096","25",1,NA,NA
"2689",2689,"EPA0096","25",6,NA,NA
"2690",2690,"EPA0096","25",9,NA,NA
"2691",2691,"EPA0096","25",1,NA,NA
"2692",2692,"EPA0096","25",1,NA,NA
"2693",2693,"EPA0096","25",5,NA,NA
"2694",2694,"EPA0096","25",1,NA,NA
"2695",2695,"EPA0096","25",1,NA,NA
"2696",2696,"EPA0096","25",1,NA,NA
"2697",2697,"EPA0096","25",1,NA,NA
"2698",2698,"EPA0096","25",1,NA,NA
"2699",2699,"EPA0096","25",1,NA,NA
"2700",2700,"EPA0048","36",1,NA,NA
"2701",2701,"EPA0048","36",1,NA,NA
"2702",2702,"EPA0048","36",1,NA,NA
"2703",2703,"EPA0048","36",1,NA,NA
"2704",2704,"EPA0048","36",1,NA,NA
"2705",2705,"EPA0048","36",1,NA,NA
"2706",2706,"EPA0048","36",1,NA,NA
"2707",2707,"EPA0010","90",1,NA,NA
"2708",2708,"EPA0008","180",1,NA,NA
"2709",2709,"EPA0008","182",1,NA,NA
"2710",2710,"EPA0008","181",1,NA,NA
"2711",2711,"EPA0008","135",1,NA,NA
"2712",2712,"EPA0008","135",1,NA,NA
"2713",2713,"EPA0014","171",1,NA,NA
"2714",2714,"EPA0016","110",1,NA,NA
"2715",2715,"EPA0016","110",1,NA,NA
"2716",2716,"EPA0016","110",1,NA,NA
"2717",2717,"EPA0016","110",1,NA,NA
"2718",2718,"EPA0016","110",1,NA,NA
"2719",2719,"EPA0016","109",1,NA,NA
"2720",2720,"EPA0016","109",1,NA,NA
"2721",2721,"EPA0016","111",1,NA,NA
"2722",2722,"EPA0016","111",1,NA,NA
"2723",2723,"EPA0016","111",1,NA,NA
"2724",2724,"EPA0016","111",1,NA,NA
"2725",2725,"EPA0097","143",1,NA,NA
"2726",2726,"EPA0097","143",1,NA,NA
"2727",2727,"EPA0097","143",1,NA,NA
"2728",2728,"EPA0097","144",1,NA,NA
"2729",2729,"EPA0097","144",1,NA,NA
"2730",2730,"EPA0097","144",1,NA,NA
"2731",2731,"EPA0097","144",1,NA,NA
"2732",2732,"EPA0045","101",1,NA,NA
"2733",2733,"EPA0045","101",1,NA,NA
"2734",2734,"EPA0045","101",1,NA,NA
"2735",2735,"EPA0045","101",1,NA,NA
"2736",2736,"EPA0045","101",1,NA,NA
"2737",2737,"EPA0045","101",1,NA,NA
"2738",2738,"EPA0045","101",1,NA,NA
"2739",2739,"EPA0045","101",1,NA,NA
"2740",2740,"EPA0045","101",1,NA,NA
"2741",2741,"EPA0045","101",1,NA,NA
"2742",2742,"EPA0045","101",1,NA,NA
"2743",2743,"EPA0045","101",1,NA,NA
"2744",2744,"EPA0045","101",1,NA,NA
"2745",2745,"EPA0045","101",1,NA,NA
"2746",2746,"EPA0045","111",1,NA,NA
"2747",2747,"EPA0045","111",1,NA,NA
"2748",2748,"EPA0045","111",1,NA,NA
"2749",2749,"EPA0045","111",1,NA,NA
"2750",2750,"EPA0045","146",1,NA,NA
"2751",2751,"EPA0045","146",1,NA,NA
"2752",2752,"EPA0061","122",1,NA,NA
"2753",2753,"EPA0061","122",1,NA,NA
"2754",2754,"EPA0061","122",1,NA,NA
"2755",2755,"EPA0061","122",1,NA,NA
"2756",2756,"EPA0061","122",1,NA,NA
"2757",2757,"EPA0061","122",1,NA,NA
"2758",2758,"EPA0061","122",1,NA,NA
"2759",2759,"EPA0061","122",1,NA,NA
"2760",2760,"EPA0061","122",1,NA,NA
"2761",2761,"EPA0061","122",1,NA,NA
"2762",2762,"EPA0061","122",1,NA,NA
"2763",2763,"EPA0061","122",1,NA,NA
"2764",2764,"EPA0061","122",1,NA,NA
"2765",2765,"EPA0099","110",1,NA,NA
"2766",2766,"EPA0099","110",1,NA,NA
"2767",2767,"EPA0099","110",1,NA,NA
"2768",2768,"EPA0099","110",1,NA,NA
"2769",2769,"EPA0099","110",1,NA,NA
"2770",2770,"EPA0090","74",1,NA,NA
"2771",2771,"EPA0090","74",1,NA,NA
"2772",2772,"EPA0098","179",1,NA,NA
"2773",2773,"EPA0002","162",1,NA,NA
"2774",2774,"EPA0010","59",1,NA,NA
"2775",2775,"EPA0010","59",1,NA,NA
"2776",2776,"EPA0010","59",1,NA,NA
"2777",2777,"EPA0010","59",1,NA,NA
"2778",2778,"EPA0026","204",1,NA,NA
"2779",2779,"EPA0022","196",1,NA,NA
"2780",2780,"EPA0022","196",1,NA,NA
"2781",2781,"EPA0022","196",1,NA,NA
"2782",2782,"EPA0022","196",1,NA,NA
"2783",2783,"EPA0022","196",1,NA,NA
"2784",2784,"EPA0022","196",1,NA,NA
"2785",2785,"EPA0100","160",1,NA,NA
"2786",2786,"EPA0101","25",1,NA,NA
"2787",2787,"EPA0101","25",6,NA,NA
"2788",2788,"EPA0101","25",9,NA,NA
"2789",2789,"EPA0101","25",1,NA,NA
"2790",2790,"EPA0101","25",1,NA,NA
"2791",2791,"EPA0101","25",5,NA,NA
"2792",2792,"EPA0101","25",1,NA,NA
"2793",2793,"EPA0101","25",1,NA,NA
"2794",2794,"EPA0101","25",1,NA,NA
"2795",2795,"EPA0101","25",1,NA,NA
"2796",2796,"EPA0101","25",1,NA,NA
"2797",2797,"EPA0101","25",1,NA,NA
"2798",2798,"EPA0102","163",1,NA,NA
"2799",2799,"EPA0102","163",1,NA,NA
"2800",2800,"EPA0103","155",1,NA,NA
"2801",2801,"EPA0103","155",1,NA,NA
"2802",2802,"EPA0103","155",1,NA,NA
"2803",2803,"EPA0103","155",1,NA,NA
"2804",2804,"EPA0104","150",1,NA,NA
"2805",2805,"EPA0104","150",1,NA,NA
"2806",2806,"EPA0104","150",1,NA,NA
"2807",2807,"EPA0041","101",1,NA,NA
"2808",2808,"EPA0041","101",1,NA,NA
"2809",2809,"EPA0041","101",1,NA,NA
"2810",2810,"EPA0041","101",1,NA,NA
"2811",2811,"EPA0041","101",1,NA,NA
"2812",2812,"EPA0041","101",1,NA,NA
"2813",2813,"EPA0041","101",1,NA,NA
"2814",2814,"EPA0041","101",1,NA,NA
"2815",2815,"EPA0041","101",1,NA,NA
"2816",2816,"EPA0041","101",1,NA,NA
"2817",2817,"EPA0041","101",1,NA,NA
"2818",2818,"EPA0041","101",1,NA,NA
"2819",2819,"EPA0041","101",1,NA,NA
"2820",2820,"EPA0041","101",1,NA,NA
"2821",2821,"EPA0041","140",1,NA,NA
"2822",2822,"EPA0041","140",1,NA,NA
"2823",2823,"EPA0041","140",1,NA,NA
"2824",2824,"EPA0041","140",1,NA,NA
"2825",2825,"EPA0041","140",1,NA,NA
"2826",2826,"EPA0041","140",1,NA,NA
"2827",2827,"EPA0041","140",1,NA,NA
"2828",2828,"EPA0041","140",1,NA,NA
"2829",2829,"EPA0041","140",1,NA,NA
"2830",2830,"EPA0041","140",1,NA,NA
"2831",2831,"EPA0041","140",1,NA,NA
"2832",2832,"EPA0041","140",1,NA,NA
"2833",2833,"EPA0041","140",1,NA,NA
"2834",2834,"EPA0041","140",1,NA,NA
"2835",2835,"EPA0041","147",1,NA,NA
"2836",2836,"EPA0041","147",1,NA,NA
"2837",2837,"EPA0041","147",1,NA,NA
"2838",2838,"EPA0041","147",1,NA,NA
"2839",2839,"EPA0041","147",1,NA,NA
"2840",2840,"EPA0041","147",1,NA,NA
"2841",2841,"EPA0041","147",1,NA,NA
"2842",2842,"EPA0041","147",1,NA,NA
"2843",2843,"EPA0041","147",1,NA,NA
"2844",2844,"EPA0041","147",1,NA,NA
"2845",2845,"EPA0041","147",1,NA,NA
"2846",2846,"EPA0105","110",1,NA,NA
"2847",2847,"EPA0105","110",1,NA,NA
"2848",2848,"EPA0105","110",1,NA,NA
"2849",2849,"EPA0105","110",1,NA,NA
"2850",2850,"EPA0105","110",1,NA,NA
"2851",2851,"EPA0064","112",4,NA,NA
"2852",2852,"EPA0064","112",1,NA,NA
"2853",2853,"EPA0064","174",1,NA,NA
"2854",2854,"EPA0008","155",1,NA,NA
"2855",2855,"EPA0008","155",1,NA,NA
"2856",2856,"EPA0008","155",1,NA,NA
"2857",2857,"EPA0008","155",1,NA,NA
"2858",2858,"EPA0008","120",1,NA,NA
"2859",2859,"EPA0008","101",1,NA,NA
"2860",2860,"EPA0008","101",1,NA,NA
"2861",2861,"EPA0008","101",1,NA,NA
"2862",2862,"EPA0008","101",1,NA,NA
"2863",2863,"EPA0008","101",1,NA,NA
"2864",2864,"EPA0008","101",1,NA,NA
"2865",2865,"EPA0008","101",1,NA,NA
"2866",2866,"EPA0008","101",1,NA,NA
"2867",2867,"EPA0008","101",1,NA,NA
"2868",2868,"EPA0008","101",1,NA,NA
"2869",2869,"EPA0008","101",1,NA,NA
"2870",2870,"EPA0008","101",1,NA,NA
"2871",2871,"EPA0008","101",1,NA,NA
"2872",2872,"EPA0008","101",1,NA,NA
"2873",2873,"EPA0008","140",1,NA,NA
"2874",2874,"EPA0008","140",1,NA,NA
"2875",2875,"EPA0008","140",1,NA,NA
"2876",2876,"EPA0008","140",1,NA,NA
"2877",2877,"EPA0008","140",1,NA,NA
"2878",2878,"EPA0008","140",1,NA,NA
"2879",2879,"EPA0008","140",1,NA,NA
"2880",2880,"EPA0008","140",1,NA,NA
"2881",2881,"EPA0008","140",1,NA,NA
"2882",2882,"EPA0008","140",1,NA,NA
"2883",2883,"EPA0008","140",1,NA,NA
"2884",2884,"EPA0008","140",1,NA,NA
"2885",2885,"EPA0008","140",1,NA,NA
"2886",2886,"EPA0008","140",1,NA,NA
"2887",2887,"EPA0061","104",1,NA,NA
"2888",2888,"EPA0061","104",1,NA,NA
"2889",2889,"EPA0061","104",1,NA,NA
"2890",2890,"EPA0061","104",1,NA,NA
"2891",2891,"EPA0061","104",1,NA,NA
"2892",2892,"EPA0061","104",1,NA,NA
"2893",2893,"EPA0061","104",1,NA,NA
"2894",2894,"EPA0061","104",1,NA,NA
"2895",2895,"EPA0061","104",8,NA,NA
"2896",2896,"EPA0061","104",1,NA,NA
"2897",2897,"EPA0061","104",1,NA,NA
"2898",2898,"EPA0061","104",1,NA,NA
"2899",2899,"EPA0061","104",1,NA,NA
"2900",2900,"EPA0061","104",1,NA,NA
"2901",2901,"EPA0061","104",NA,NA,NA
"2902",2902,"EPA0061","104",1,NA,NA
"2903",2903,"EPA0061","104",1,NA,NA
"2904",2904,"EPA0061","105",1,NA,NA
"2905",2905,"EPA0061","105",1,NA,NA
"2906",2906,"EPA0061","105",1,NA,NA
"2907",2907,"EPA0061","105",1,NA,NA
"2908",2908,"EPA0061","105",1,NA,NA
"2909",2909,"EPA0061","105",1,NA,NA
"2910",2910,"EPA0061","105",1,NA,NA
"2911",2911,"EPA0061","105",1,NA,NA
"2912",2912,"EPA0061","105",1,NA,NA
"2913",2913,"EPA0061","105",1,NA,NA
"2914",2914,"EPA0061","105",8,NA,NA
"2915",2915,"EPA0061","105",1,NA,NA
"2916",2916,"EPA0061","105",1,NA,NA
"2917",2917,"EPA0061","105",1,NA,NA
"2918",2918,"EPA0061","105",1,NA,NA
"2919",2919,"EPA0061","105",1,NA,NA
"2920",2920,"EPA0061","105",1,NA,NA
"2921",2921,"EPA0061","105",1,NA,NA
"2922",2922,"EPA0061","105",1,NA,NA
"2923",2923,"EPA0061","105",1,NA,NA
"2924",2924,"EPA0061","196",1,NA,NA
"2925",2925,"EPA0061","196",1,NA,NA
"2926",2926,"EPA0061","196",1,NA,NA
"2927",2927,"EPA0061","196",1,NA,NA
"2928",2928,"EPA0061","196",1,NA,NA
"2929",2929,"EPA0061","196",1,NA,NA
"2930",2930,"EPA0069","122",1,NA,NA
"2931",2931,"EPA0069","122",1,NA,NA
"2932",2932,"EPA0069","122",1,NA,NA
"2933",2933,"EPA0069","122",1,NA,NA
"2934",2934,"EPA0069","122",1,NA,NA
"2935",2935,"EPA0069","122",1,NA,NA
"2936",2936,"EPA0069","122",1,NA,NA
"2937",2937,"EPA0069","122",1,NA,NA
"2938",2938,"EPA0069","122",1,NA,NA
"2939",2939,"EPA0069","122",1,NA,NA
"2940",2940,"EPA0069","122",1,NA,NA
"2941",2941,"EPA0069","122",1,NA,NA
"2942",2942,"EPA0069","122",1,NA,NA
"2943",2943,"EPA0069","147",1,NA,NA
"2944",2944,"EPA0069","147",1,NA,NA
"2945",2945,"EPA0069","147",1,NA,NA
"2946",2946,"EPA0069","147",1,NA,NA
"2947",2947,"EPA0069","147",1,NA,NA
"2948",2948,"EPA0069","147",1,NA,NA
"2949",2949,"EPA0069","147",1,NA,NA
"2950",2950,"EPA0069","147",1,NA,NA
"2951",2951,"EPA0069","147",1,NA,NA
"2952",2952,"EPA0069","147",1,NA,NA
"2953",2953,"EPA0069","147",1,NA,NA
"2954",2954,"EPA0106","203",3,NA,NA
"2955",2955,"EPA0106","203",NA,NA,NA
"2956",2956,"EPA0106","203",8,NA,NA
"2957",2957,"EPA0106","203",NA,NA,NA
"2958",2958,"EPA0106","203",NA,NA,NA
"2959",2959,"EPA0106","203",NA,NA,NA
"2960",2960,"EPA0106","203",5,NA,NA
"2961",2961,"EPA0106","203",4,NA,NA
"2962",2962,"EPA0106","203",7,NA,NA
"2963",2963,"EPA0106","203",NA,NA,NA
"2964",2964,"EPA0106","203",1,NA,NA
"2965",2965,"EPA0106","203",1,NA,NA
"2966",2966,"EPA0106","203",3,NA,NA
"2967",2967,"EPA0106","203",7,NA,NA
"2968",2968,"EPA0106","203",NA,NA,NA
"2969",2969,"EPA0106","203",9,NA,NA
"2970",2970,"EPA0106","203",6,NA,NA
"2971",2971,"EPA0107","55",1,NA,NA
"2972",2972,"EPA0107","55",1,NA,NA
"2973",2973,"EPA0107","55",1,NA,NA
"2974",2974,"EPA0107","55",1,NA,NA
"2975",2975,"EPA0108","203",3,NA,NA
"2976",2976,"EPA0108","203",NA,NA,NA
"2977",2977,"EPA0108","203",8,NA,NA
"2978",2978,"EPA0108","203",NA,NA,NA
"2979",2979,"EPA0108","203",NA,NA,NA
"2980",2980,"EPA0108","203",NA,NA,NA
"2981",2981,"EPA0108","203",5,NA,NA
